110125000220.0;—22х125;ГОСТ 103-2006;21.588
110125000250.0;—25х125;ГОСТ 103-2006;24.531
110130000060.0;—6х130;ГОСТ 103-2006;6.123
110130000070.0;—7х130;ГОСТ 103-2006;7.144
110130000080.0;—8х130;ГОСТ 103-2006;8.164
110130000090.0;—9х130;ГОСТ 103-2006;9.185
110130000100.0;—10х130;ГОСТ 103-2006;10.205
110130000120.0;—12х130;ГОСТ 103-2006;12.246
110130000140.0;—14х130;ГОСТ 103-2006;14.287
110130000150.0;—15х130;ГОСТ 103-2006;15.308
110130000200.0;—20х130;ГОСТ 103-2006;20.41
110130000220.0;—22х130;ГОСТ 103-2006;22.451
110130000250.0;—25х130;ГОСТ 103-2006;25.513
110130000300.0;—30х130;ГОСТ 103-2006;30.615
110130000400.0;—40х130;ГОСТ 103-2006;40.82
110130000500.0;—50х130;ГОСТ 103-2006;51.025
110140000060.0;—6х140;ГОСТ 103-2006;6.594
110140000070.0;—7х140;ГОСТ 103-2006;7.693
110140000080.0;—8х140;ГОСТ 103-2006;8.792
110140000100.0;—10х140;ГОСТ 103-2006;10.99
110140000120.0;—12х140;ГОСТ 103-2006;13.188
110140000140.0;—14х140;ГОСТ 103-2006;15.386
110140000150.0;—15х140;ГОСТ 103-2006;16.485
110140000160.0;—16х140;ГОСТ 103-2006;17.584
110140000180.0;—18х140;ГОСТ 103-2006;19.782
110140000200.0;—20х140;ГОСТ 103-2006;21.98
110140000220.0;—22х140;ГОСТ 103-2006;24.178
110140000250.0;—25х140;ГОСТ 103-2006;27.475
110140000300.0;—30х140;ГОСТ 103-2006;32.97
110140000400.0;—40х140;ГОСТ 103-2006;43.96
110140000500.0;—50х140;ГОСТ 103-2006;54.95
110150000060.0;—6х150;ГОСТ 103-2006;7.065
110150000070.0;—7х150;ГОСТ 103-2006;8.243
110150000080.0;—8х150;ГОСТ 103-2006;9.42
110150000090.0;—9х150;ГОСТ 103-2006;10.598
110150000100.0;—10х150;ГОСТ 103-2006;11.775
110150000110.0;—11х150;ГОСТ 103-2006;12.953
110150000120.0;—12х150;ГОСТ 103-2006;14.13
110150000140.0;—14х150;ГОСТ 103-2006;16.485
110150000150.0;—15х150;ГОСТ 103-2006;17.663
110150000160.0;—16х150;ГОСТ 103-2006;18.84
110150000180.0;—18х150;ГОСТ 103-2006;21.195
